date,sleep_hours,day,month,year,weekofyear,weekday,dayofyear,spring,summer,fall,winter,day_lag_1,day_lag_2,day_lag_3,year_lag_1,roll_mean_3,roll_mean_7,roll_mean_14,roll_mean_28,ewm_alpha_095_lag_3,ewm_alpha_095_lag_7,ewm_alpha_095_lag_14,ewm_alpha_095_lag_28,ewm_alpha_08_lag_3,ewm_alpha_08_lag_7,ewm_alpha_08_lag_14,ewm_alpha_08_lag_28,is_holiday,StepCount,HeartRate,DistanceWalkingRunning,BasalEnergyBurned,ActiveEnergyBurned,Workout,BodyMass
2015-02-19,1.8562979903656263,19,2,2015,8,3,50,0,0,0,1,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.6722564392223331,2.739386795660199,0.5887456343155044,2.891015702261348,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,0,2669,110.0,1.31187,1898.0,487.0,0.0,188.799
2015-02-20,2.02595285672885,20,2,2015,8,4,51,0,0,0,1,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.6722564392223331,2.739386795660199,0.5887456343155044,2.891015702261348,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,0,14552,110.0,7.16791,1898.0,1789.0,0.0,188.799
2015-02-21,1.8484548129046001,21,2,2015,8,5,52,0,0,0,1,2.02595285672885,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.6722564392223331,2.739386795660199,0.5887456343155044,2.891015702261348,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,0,7769,110.0,3.82391,1898.0,1185.0,0.0,188.799
2015-02-22,1.8718021769015913,22,2,2015,8,6,53,0,0,0,1,1.8484548129046001,2.02595285672885,1.8562979903656263,1.8562979903656263,1.6722564392223331,2.739386795660199,0.5887456343155044,2.891015702261348,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.8562979903656263,0,16675,110.0,8.19599,1898.0,2173.0,0.0,188.799
2015-02-23,2.187922184673906,23,2,2015,9,0,54,0,0,0,1,1.8718021769015913,1.8484548129046001,2.02595285672885,1.8562979903656263,-0.0072054748848522365,2.739386795660199,0.5887456343155044,2.891015702261348,2.017874053568696,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.9976770456683124,1.8562979903656263,1.8562979903656263,1.8562979903656263,0,6076,110.0,2.98648,1898.0,903.0,0.0,188.799
2015-02-24,1.8870696490323797,24,2,2015,9,1,55,0,0,0,1,2.187922184673906,1.8718021769015913,1.8484548129046001,1.8562979903656263,3.3063969928862624,2.739386795660199,0.5887456343155044,2.891015702261348,1.8569056538878448,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.877336535374996,1.8562979903656263,1.8562979903656263,1.8562979903656263,0,11222,110.0,5.5158,1898.0,1515.0,0.0,188.799
2015-02-25,1.8272338574217148,25,2,2015,9,2,56,0,0,0,1,1.8870696490323797,2.187922184673906,1.8718021769015913,1.8562979903656263,2.1047672495797256,2.739386795660199,0.5887456343155044,2.891015702261348,1.8710574391995622,1.8562979903656263,1.8562979903656263,1.8562979903656263,1.872901953264896,1.8562979903656263,1.8562979903656263,1.8562979903656263,0,5756,110.0,2.82923,1898.0,840.0,0.0,188.799
2015-02-26,1.66455721165518,26,2,2015,9,3,57,0,0,0,1,1.8272338574217148,1.8870696490323797,2.187922184673906,1.8562979903656263,3.0549595294798975,2.739386795660199,0.5887456343155044,2.891015702261348,2.172079041469439,1.8562979903656263,1.8562979903656263,1.8562979903656263,2.1249988093860623,1.8562979903656263,1.8562979903656263,1.8562979903656263,0,10750,110.0,5.40943,1898.0,1442.0,0.0,188.799
2015-02-27,1.856297990365626,27,2,2015,9,4,58,0,0,0,1,1.66455721165518,1.8272338574217148,1.8870696490323797,1.8562979903656263,2.472277063798545,2.8243459154191743,0.5887456343155044,2.891015702261348,1.9013201144236245,2.017874053568696,1.8562979903656263,1.8562979903656263,1.9346432983504103,1.9976770456683124,1.8562979903656263,1.8562979903656263,0,10030,110.0,4.9822,1898.0,1273.0,0.0,188.799
2015-02-28,1.7861884241785997,28,2,2015,9,5,59,0,0,0,1,1.856297990365626,1.66455721165518,1.8272338574217148,1.8562979903656263,4.513386510029971,1.025781107810881,0.5887456343155044,2.891015702261348,1.8309381702168244,1.8569056538878448,1.8562979903656263,1.8562979903656263,1.8487146457207002,1.877336535374996,1.8562979903656263,1.8562979903656263,0,9147,110.0,4.49583,1898.0,1339.0,0.0,188.799
2015-03-01,2.0014800002101243,1,3,2015,9,6,60,0,0,0,1,1.7861884241785997,1.856297990365626,1.66455721165518,1.8562979903656263,1.6527712498459113,5.115136373432538,0.5887456343155044,2.891015702261348,1.6728762595770879,1.8710574391995622,1.8562979903656263,1.8562979903656263,1.7013883213128935,1.872901953264896,1.8562979903656263,1.8562979903656263,0,10192,110.0,5.00951,1898.0,1304.0,0.0,188.799
2015-03-02,1.8055527913603908,2,3,2015,10,0,61,0,0,0,1,2.0014800002101243,1.7861884241785997,1.856297990365626,1.8562979903656263,3.842030364503791,2.4484284151560654,0.5887456343155044,2.891015702261348,1.8471269038265394,2.172079041469439,1.8562979903656263,1.8562979903656263,1.8253161200061125,2.1249988093860623,1.8562979903656263,1.8562979903656263,0,10524,110.0,5.22189,1898.0,1322.0,0.0,188.799
2015-03-03,1.955388893009857,3,3,2015,10,1,62,0,0,0,1,1.8055527913603908,2.0014800002101243,1.7861884241785997,1.8562979903656263,2.929116053909144,0.5729606064007211,0.5887456343155044,2.891015702261348,1.789235348160991,1.9013201144236245,1.8562979903656263,1.8562979903656263,1.794013960138761,1.9346432983504103,1.8562979903656263,1.8562979903656263,0,12209,110.0,6.09655,1898.0,1456.0,0.0,188.802
2015-03-04,1.9387416595767009,4,3,2015,10,2,63,0,0,0,1,1.955388893009857,1.8055527913603908,2.0014800002101243,1.8562979903656263,2.388702189177345,1.5640969505516074,0.5887456343155044,2.891015702261348,1.9908677676076683,1.8309381702168244,1.8562979903656263,1.8562979903656263,1.9599867955949755,1.8487146457207002,1.8562979903656263,1.8562979903656263,0,8038,110.0,4.03172,1892.0,1084.0,0.0,188.718
2015-03-08,1.9506607518139112,8,3,2015,10,6,67,0,0,0,1,1.9387416595767009,1.955388893009857,1.8055527913603908,1.8562979903656263,4.280214489043396,-1.1568133306854662,0.5887456343155044,2.891015702261348,1.8148185401727546,1.6728762595770879,1.8562979903656263,1.8562979903656263,1.8364395917012584,1.7013883213128935,1.8562979903656263,1.8562979903656263,0,8288,110.0,4.0737,1888.0,1253.0,0.0,188.383
2015-03-10,2.0059743897979634,10,3,2015,11,1,69,0,0,0,1,1.9506607518139112,1.9387416595767009,1.955388893009857,1.8562979903656263,2.0094254446371553,1.958038270432335,-0.5517413502899335,2.891015702261348,1.948360375368002,1.8471269038265394,2.017874053568696,1.8562979903656263,1.9315990328260917,1.8253161200061125,1.9976770456683124,1.8562979903656263,0,10071,110.0,5.06988,1888.0,1347.0,0.0,188.215
2015-03-11,1.882006347075833,11,3,2015,11,2,70,0,0,0,1,2.0059743897979634,1.9506607518139112,1.9387416595767009,1.8562979903656263,4.89754773328967,3.0142007578452463,4.17692548200203,2.891015702261348,1.939222595366266,1.789235348160991,1.8569056538878448,1.8562979903656263,1.9373131342275154,1.794013960138761,1.877336535374996,1.8562979903656263,0,9379,110.0,4.60998,1888.0,1402.0,0.0,188.131
2015-03-12,1.83790062522591,12,3,2015,11,3,71,0,0,0,1,1.882006347075833,2.0059743897979634,1.9506607518139112,1.8562979903656263,2.314801644761959,1.4718217285910433,1.3639009802906994,2.891015702261348,1.950088843991529,1.9908677676076683,1.8710574391995622,1.8562979903656263,1.947991228296982,1.9599867955949755,1.872901953264896,1.8562979903656263,0,10655,110.0,5.33975,1887.0,1380.0,0.0,188.048
2015-03-14,2.060513531794317,14,3,2015,11,5,73,0,0,0,1,1.83790062522591,1.882006347075833,2.0059743897979634,1.8562979903656263,2.787929589695588,-0.6370714665360466,2.803692351641306,2.891015702261348,2.003180112507642,1.8148185401727546,2.172079041469439,1.8562979903656263,1.9943777574980712,1.8364395917012584,2.1249988093860623,1.8562979903656263,0,10048,110.0,4.93877,1887.0,1498.0,0.0,187.88
2015-03-15,1.882006347075833,15,3,2015,11,6,74,0,0,0,1,2.060513531794317,1.83790062522591,1.882006347075833,1.8562979903656263,2.598690182582408,1.5337861926657683,1.3811715694412674,2.891015702261348,1.8880650353474235,1.948360375368002,1.9013201144236245,1.8562979903656263,1.904480629160163,1.9315990328260917,1.9346432983504103,1.8562979903656263,0,10792,110.0,5.94538,1887.0,1414.0,0.0,187.796
2015-03-16,1.777773227253315,16,3,2015,12,0,75,0,0,0,1,1.882006347075833,2.060513531794317,1.83790062522591,1.8562979903656263,3.4017353722698593,0.8492181559044156,-1.1660497260608775,2.891015702261348,1.8404088457319856,1.939222595366266,1.8309381702168244,1.8562979903656263,1.8512166260127465,1.9373131342275154,1.8487146457207002,1.8562979903656263,0,10124,110.0,5.02667,1887.0,1201.0,0.0,187.713
2015-03-17,1.8734491715094135,17,3,2015,12,1,76,0,0,0,1,1.777773227253315,1.882006347075833,2.060513531794317,1.8562979903656263,0.2705008192703726,1.7671413609000313,1.4179050047835757,2.891015702261348,2.0495082974912004,1.950088843991529,1.6728762595770879,1.8562979903656263,2.018654150638012,1.947991228296982,1.7013883213128935,1.8562979903656263,0,10238,110.0,5.30303,1887.0,1236.0,0.0,187.629
2015-03-21,2.0237526358192475,21,3,2015,12,5,80,1,0,0,0,1.8734491715094135,1.777773227253315,1.882006347075833,1.8562979903656263,1.9108804967141826,-0.3059637799250756,2.3130783237002195,2.891015702261348,1.8903814445966014,2.003180112507642,1.8471269038265394,1.8562979903656263,1.909335907788268,1.9943777574980712,1.8253161200061125,1.8562979903656263,0,10029,110.0,5.40848,1887.0,1346.0,0.0,187.294
2015-03-22,2.066862759472976,22,3,2015,12,6,81,1,0,0,0,2.0237526358192475,1.8734491715094135,1.777773227253315,1.8562979903656263,1.4264693317592188,1.2100600417047074,3.283923932833395,2.891015702261348,1.7834036381204796,1.8880650353474235,1.789235348160991,1.8562979903656263,1.8040857633603054,1.904480629160163,1.794013960138761,1.8562979903656263,0,7393,110.0,3.78762,1887.0,1052.0,0.0,187.21
2015-03-26,1.8769172775683618,26,3,2015,13,3,85,1,0,0,0,2.066862759472976,2.0237526358192475,1.8734491715094135,1.8562979903656263,0.72281636650639,-0.6070841565575098,1.9544487282122405,2.891015702261348,1.8689468948399668,1.8404088457319856,1.9908677676076683,1.8562979903656263,1.859576489879592,1.8512166260127465,1.9599867955949755,1.8562979903656263,0,8921,110.0,4.4507,1887.0,1094.0,0.0,186.875
2015-04-03,1.955388893009857,3,4,2015,14,4,93,1,0,0,0,1.8769172775683618,2.066862759472976,2.0237526358192475,1.8562979903656263,2.9987275809042133,3.5929599103867984,0.6071305549018253,2.891015702261348,2.0160123487702837,2.0495082974912004,1.8148185401727546,1.8562979903656263,1.9909174066313162,2.018654150638012,1.8364395917012584,1.8562979903656263,0,16034,110.0,8.79648,1886.0,1812.0,0.0,186.2
2015-04-06,1.8895917184650897,6,4,2015,15,0,96,1,0,0,0,1.955388893009857,1.8769172775683618,2.066862759472976,1.8562979903656263,2.4131694162911415,3.146913580949323,2.339167429639502,2.891015702261348,2.0643202389378414,1.8903814445966014,1.948360375368002,1.8562979903656263,2.0516736889046436,1.909335907788268,1.9315990328260917,1.8562979903656263,0,10568,110.0,5.19435,1886.0,1349.0,0.0,186.2
2015-04-10,1.9387416595767009,10,4,2015,15,4,100,1,0,0,0,1.8895917184650897,1.955388893009857,1.8769172775683618,1.8562979903656263,3.9034611374563806,-2.6367536767419635,1.0977431078139233,2.891015702261348,1.8862874256368358,1.7834036381204796,1.939222595366266,1.8562979903656263,1.911868559835618,1.8040857633603054,1.9373131342275154,1.8562979903656263,0,5990,110.0,2.94422,1886.0,950.0,0.0,186.2
2015-04-16,1.80005827204275,16,4,2015,16,3,106,1,0,0,0,1.9387416595767009,1.8895917184650897,1.955388893009857,1.8562979903656263,0.8683226427710264,4.229227897920654,2.4491787833354834,2.891015702261348,1.951933819641206,1.8689468948399668,1.950088843991529,1.8562979903656263,1.9466848263750092,1.859576489879592,1.947991228296982,1.8562979903656263,0,12848,110.0,6.78511,1886.0,1586.0,0.0,186.2
2015-04-22,2.087740344494531,22,4,2015,17,2,112,1,0,0,0,1.80005827204275,1.9387416595767009,1.8895917184650897,1.8562979903656263,1.2434602336952314,-0.0709551521763454,2.391203465061283,0.6431755421917653,1.8927088235238956,2.0160123487702837,2.003180112507642,2.017874053568696,1.9010103400470733,1.9909174066313162,1.9943777574980712,1.9976770456683124,0,10512,201.0,3.01348,1886.0,904.0,129.29999999999998,186.2
2015-04-26,1.882006347075833,26,4,2015,17,6,116,1,0,0,0,2.087740344494531,1.80005827204275,1.9387416595767009,1.8562979903656263,2.124780967307279,1.567916362374505,0.31391789900501377,0.3219479313344471,1.9364400177740606,2.0643202389378414,1.8880650353474235,1.8569056538878448,1.9311953956707755,2.0516736889046436,1.904480629160163,1.877336535374996,0,19467,110.0,5.36341,1892.0,1444.0,0.0,186.859
2015-05-03,1.9530276168241774,3,5,2015,18,6,123,1,0,0,0,1.882006347075833,2.087740344494531,1.80005827204275,1.8562979903656263,4.411779473993448,0.0448965027038426,1.481778182589403,1.1410287354621431,1.8068773593293155,1.8862874256368358,1.8404088457319856,1.8710574391995622,1.826285696768355,1.911868559835618,1.8512166260127465,1.872901953264896,0,25842,152.0,6.01169,1892.0,1743.0,58.16666666666667,187.06
2015-05-04,1.8803733974251222,4,5,2015,19,0,124,1,0,0,0,1.9530276168241774,1.882006347075833,2.087740344494531,1.8562979903656263,4.242822981411036,3.1712409129007924,1.5707035391911288,1.799699690218893,2.07369719523627,1.951933819641206,2.0495082974912004,2.172079041469439,2.0354494149492957,1.9466848263750092,2.018654150638012,2.1249988093860623,0,25860,191.0,7.26945,1892.0,1616.0,30.93333333333333,187.089
2015-05-05,1.8014347347514732,5,5,2015,19,1,125,1,0,0,0,1.8803733974251222,1.9530276168241774,1.882006347075833,1.8562979903656263,3.492054579491393,0.08813967604658224,1.4463952479738973,3.8788773690581313,1.891590889483855,1.8927088235238956,1.8903814445966014,1.9013201144236245,1.9126949606505257,1.9010103400470733,1.909335907788268,1.9346432983504103,0,26909,202.0,8.11055,1892.0,2032.0,74.9,187.117
2015-05-06,1.7805861686299298,6,5,2015,19,2,126,1,0,0,0,1.8014347347514732,1.8803733974251222,1.9530276168241774,1.8562979903656263,2.279098482320467,4.692689851447029,2.881179820291505,0.2503960978157931,1.9499557804571614,1.9364400177740606,1.7834036381204796,1.8309381702168244,1.944961085589447,1.9311953956707755,1.8040857633603054,1.8487146457207002,0,19883,110.0,5.36028,1892.0,1284.0,0.0,187.146
2015-05-09,1.9339339580085977,9,5,2015,19,5,129,1,0,0,0,1.7805861686299298,1.8014347347514732,1.8803733974251222,1.8562979903656263,4.920409096359737,4.855387095374499,1.8856399092971905,3.1767340268373174,1.8838525165767241,1.8068773593293155,1.8689468948399668,1.6728762595770879,1.893290935057987,1.826285696768355,1.859576489879592,1.7013883213128935,0,16355,110.0,5.56253,1892.0,1338.0,0.0,187.232
2015-05-12,1.943526357700037,12,5,2015,20,1,132,1,0,0,0,1.9339339580085977,1.7805861686299298,1.8014347347514732,1.8562979903656263,3.468482704855732,1.1323697677968763,2.682047606791226,2.3005947562024014,1.8055556238427357,2.07369719523627,2.0160123487702837,1.8471269038265394,1.8198059748127757,2.0354494149492957,1.9909174066313162,1.8253161200061125,0,17053,110.0,5.04045,1892.0,1213.0,0.0,187.318
